value,context,found_in,status
0.955,supplement.md: ulary disclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | not evaluable | exceeds the compa,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: sclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | not evaluable | exceeds the comparator's f,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4.6,supplement.md: enforced (vocabulary disclosed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | not evaluable | exceeds,IGNORED: VERSION_SLUG,IGNORED
0.995,supplement.md: d (vocabulary disclosed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | not evaluable | exceeds the compa,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: ulary disclosed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | not evaluable | exceeds the comparator's f,cost_envelope.csv:cached_frac (tol=exact),MATCHED
5.3,supplement.md: enforced (vocabulary disclosed) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | False | dominated,IGNORED: VERSION_SLUG,IGNORED
0.910,supplement.md: cabulary disclosed) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | False | dominated by the comparat,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: disclosed) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
5,"supplement.md: ses, gate admits) | `anthropic/claude-sonnet-5` | 0.995 | 0.0000 | not evaluable | exceeds",IGNORED: VERSION_SLUG,IGNORED
0.995,supplement.md: gate admits) | `anthropic/claude-sonnet-5` | 0.995 | 0.0000 | not evaluable | exceeds the compa,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: its) | `anthropic/claude-sonnet-5` | 0.995 | 0.0000 | not evaluable | exceeds the comparator's f,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4,"supplement.md: proposes, gate admits) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0306 | not evaluable | hi",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.980,supplement.md: ate admits) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0306 | not evaluable | higher coverage t,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0306,supplement.md: ts) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0306 | not evaluable | higher coverage than the c,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
3.7,"supplement.md: odel proposes, gate admits) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | not evaluable | ex",IGNORED: VERSION_SLUG,IGNORED
1.000,"supplement.md: , gate admits) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | not evaluable | exceeds the compa",cost_envelope.csv:price_in (tol=exact),MATCHED
0.0000,supplement.md: dmits) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | not evaluable | exceeds the comparator's f,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3,"supplement.md: es, gate admits) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | not evaluable | higher",IGNORED: VERSION_SLUG,IGNORED
5,"supplement.md: , gate admits) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | not evaluable | higher c",IGNORED: VERSION_SLUG,IGNORED
0.955,supplement.md: e admits) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | not evaluable | higher coverage t,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0157,supplement.md: ) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | not evaluable | higher coverage than the c,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
3,"supplement.md: l proposes, gate admits) | `moonshotai/kimi-k3` | 0.935 | 0.0000 | False | dominated by the",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.935,"supplement.md: poses, gate admits) | `moonshotai/kimi-k3` | 0.935 | 0.0000 | False | dominated by the comparat",followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: ate admits) | `moonshotai/kimi-k3` | 0.935 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.5,"supplement.md: el proposes, gate admits) | `nvidia/nemotron-3.5-lightning` | 0.970 | 0.0619 | not evaluable",IGNORED: VERSION_SLUG,IGNORED
0.970,supplement.md: admits) | `nvidia/nemotron-3.5-lightning` | 0.970 | 0.0619 | not evaluable | higher coverage t,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0619,supplement.md: | `nvidia/nemotron-3.5-lightning` | 0.970 | 0.0619 | not evaluable | higher coverage than the c,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
5.6,"supplement.md: (model proposes, gate admits) | `openai/gpt-5.6-luna` | 0.995 | 0.0000 | not evaluable | exc",IGNORED: VERSION_SLUG,IGNORED
0.995,"supplement.md: oses, gate admits) | `openai/gpt-5.6-luna` | 0.995 | 0.0000 | not evaluable | exceeds the compa",followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: te admits) | `openai/gpt-5.6-luna` | 0.995 | 0.0000 | not evaluable | exceeds the comparator's f,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.8,"supplement.md: id (model proposes, gate admits) | `qwen/qwen3.8-max-0902` | 0.915 | 0.0000 | False | dominat",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0902,"supplement.md: l proposes, gate admits) | `qwen/qwen3.8-max-0902` | 0.915 | 0.0000 | False | dominated by the",IGNORED: VERSION_SLUG,IGNORED
0.915,"supplement.md: es, gate admits) | `qwen/qwen3.8-max-0902` | 0.915 | 0.0000 | False | dominated by the comparat",followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: admits) | `qwen/qwen3.8-max-0902` | 0.915 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4.6,"supplement.md: d (model proposes, gate admits) | `x-ai/grok-4.6` | 1.000 | 0.0000 | not evaluable | exceeds",IGNORED: VERSION_SLUG,IGNORED
1.000,"supplement.md: l proposes, gate admits) | `x-ai/grok-4.6` | 1.000 | 0.0000 | not evaluable | exceeds the compa",cost_envelope.csv:price_in (tol=exact),MATCHED
0.0000,"supplement.md: es, gate admits) | `x-ai/grok-4.6` | 1.000 | 0.0000 | not evaluable | exceeds the comparator's f",cost_envelope.csv:cached_frac (tol=exact),MATCHED
5.3,"supplement.md: id (model proposes, gate admits) | `z-ai/glm-5.3-flash` | 0.990 | 0.0000 | not evaluable | ex",IGNORED: VERSION_SLUG,IGNORED
0.990,"supplement.md: poses, gate admits) | `z-ai/glm-5.3-flash` | 0.990 | 0.0000 | not evaluable | exceeds the compa",followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: ate admits) | `z-ai/glm-5.3-flash` | 0.990 | 0.0000 | not evaluable | exceeds the comparator's f,cost_envelope.csv:cached_frac (tol=exact),MATCHED
12,supplement.md: r (higher coverage at no more risk) | **The 12-evaluable split.** Of the 20 cells the two d,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
20,"supplement.md: risk) | **The 12-evaluable split.** Of the 20 cells the two direct arms contribute, 12 car",followup_semantic_fair_cells.csv:n_comparator_episodes_missed (tol=exact),MATCHED
12,"supplement.md: the 20 cells the two direct arms contribute, 12 carry an evaluable matched comparison and im",followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
8,"supplement.md: he comparator in none of them; the remaining 8 operate above its coverage ceiling, where no",followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
11,supplement.md: e no matched comparison exists. ### eTable S11c. Episode-level gains beyond the lexical res,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
16,"supplement.md: level gains beyond the lexical resolver The 16 cells meeting the coverage criterion, with t",number_audit_enumeration_claims.csv:stated_count (tol=exact),MATCHED
4,supplement.md: (vocabulary disclosed) | `deepseek/deepseek-v4-flash` | 0.975 | 0.0103 | 10 | 0 | 3 | no |,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.975,supplement.md: disclosed) | `deepseek/deepseek-v4-flash` | 0.975 | 0.0103 | 10 | 0 | 3 | no | | advisory (voc,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0103,supplement.md: ed) | `deepseek/deepseek-v4-flash` | 0.975 | 0.0103 | 10 | 0 | 3 | no | | advisory (vocabulary d,followup_task19_matched_coverage.csv:gap 95% CI low (tol=exact),MATCHED
10,supplement.md: epseek/deepseek-v4-flash` | 0.975 | 0.0103 | 10 | 0 | 3 | no | | advisory (vocabulary disclo,cost_envelope.csv:price_out (tol=exact),MATCHED
0,supplement.md: k/deepseek-v4-flash` | 0.975 | 0.0103 | 10 | 0 | 3 | no | | advisory (vocabulary disclosed),cost_envelope.csv:cached_frac (tol=exact),MATCHED
3,supplement.md: epseek-v4-flash` | 0.975 | 0.0103 | 10 | 0 | 3 | no | | advisory (vocabulary disclosed) | `,cost_envelope.csv:price_in (tol=exact),MATCHED
3,supplement.md: ulary disclosed) | `mistralai/mistral-medium-3-5` | 0.975 | 0.0462 | 9 | 1 | 2 | no | | enf,IGNORED: VERSION_SLUG,IGNORED
5,supplement.md: ary disclosed) | `mistralai/mistral-medium-3-5` | 0.975 | 0.0462 | 9 | 1 | 2 | no | | enfor,IGNORED: VERSION_SLUG,IGNORED
0.975,supplement.md: isclosed) | `mistralai/mistral-medium-3-5` | 0.975 | 0.0462 | 9 | 1 | 2 | no | | enforced (voca,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0462,supplement.md: ) | `mistralai/mistral-medium-3-5` | 0.975 | 0.0462 | 9 | 1 | 2 | no | | enforced (vocabulary di,repeated_attempt_replay.csv:e_retries_parse_lo (tol=display-rounding),MATCHED
9,supplement.md: ralai/mistral-medium-3-5` | 0.975 | 0.0462 | 9 | 1 | 2 | no | | enforced (vocabulary disclo,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
1,supplement.md: i/mistral-medium-3-5` | 0.975 | 0.0462 | 9 | 1 | 2 | no | | enforced (vocabulary disclosed),cost_envelope.csv:price_in (tol=exact),MATCHED
2,supplement.md: stral-medium-3-5` | 0.975 | 0.0462 | 9 | 1 | 2 | no | | enforced (vocabulary disclosed) | `,cost_envelope.csv:price_in (tol=exact),MATCHED
4,supplement.md: (vocabulary disclosed) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0000 | 9 | 0 | 1 | yes |,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.980,supplement.md: disclosed) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0000 | 9 | 0 | 1 | yes | | enforced (voc,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: ed) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0000 | 9 | 0 | 1 | yes | | enforced (vocabulary d,cost_envelope.csv:cached_frac (tol=exact),MATCHED
9,supplement.md: epseek/deepseek-v4-flash` | 0.980 | 0.0000 | 9 | 0 | 1 | yes | | enforced (vocabulary discl,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
0,supplement.md: ek/deepseek-v4-flash` | 0.980 | 0.0000 | 9 | 0 | 1 | yes | | enforced (vocabulary disclosed,cost_envelope.csv:cached_frac (tol=exact),MATCHED
1,supplement.md: eepseek-v4-flash` | 0.980 | 0.0000 | 9 | 0 | 1 | yes | | enforced (vocabulary disclosed) |,cost_envelope.csv:price_in (tol=exact),MATCHED
3.7,supplement.md: rced (vocabulary disclosed) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes |,IGNORED: VERSION_SLUG,IGNORED
1.000,supplement.md: ary disclosed) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | enforced (vo,cost_envelope.csv:price_in (tol=exact),MATCHED
0.0000,supplement.md: losed) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | enforced (vocabulary,cost_envelope.csv:cached_frac (tol=exact),MATCHED
12,supplement.md: `google/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | enforced (vocabulary discl,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
0,supplement.md: le/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | enforced (vocabulary disclosed,cost_envelope.csv:cached_frac (tol=exact),MATCHED
0,supplement.md: emini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | enforced (vocabulary disclosed) |,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3,supplement.md: ulary disclosed) | `mistralai/mistral-medium-3-5` | 0.980 | 0.0561 | 9 | 0 | 1 | no | | enf,IGNORED: VERSION_SLUG,IGNORED
5,supplement.md: ary disclosed) | `mistralai/mistral-medium-3-5` | 0.980 | 0.0561 | 9 | 0 | 1 | no | | enfor,IGNORED: VERSION_SLUG,IGNORED
0.980,supplement.md: isclosed) | `mistralai/mistral-medium-3-5` | 0.980 | 0.0561 | 9 | 0 | 1 | no | | enforced (voca,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0561,supplement.md: ) | `mistralai/mistral-medium-3-5` | 0.980 | 0.0561 | 9 | 0 | 1 | no | | enforced (vocabulary di,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
9,supplement.md: ralai/mistral-medium-3-5` | 0.980 | 0.0561 | 9 | 0 | 1 | no | | enforced (vocabulary disclo,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
0,supplement.md: i/mistral-medium-3-5` | 0.980 | 0.0561 | 9 | 0 | 1 | no | | enforced (vocabulary disclosed),cost_envelope.csv:cached_frac (tol=exact),MATCHED
1,supplement.md: stral-medium-3-5` | 0.980 | 0.0561 | 9 | 0 | 1 | no | | enforced (vocabulary disclosed) | `,cost_envelope.csv:price_in (tol=exact),MATCHED
3,supplement.md: d (vocabulary disclosed) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | 8 | 0 | 2 | yes | | enfo,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.970,supplement.md: cabulary disclosed) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | 8 | 0 | 2 | yes | | enforced (voc,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: disclosed) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | 8 | 0 | 2 | yes | | enforced (vocabulary d,cost_envelope.csv:cached_frac (tol=exact),MATCHED
8,supplement.md: d) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | 8 | 0 | 2 | yes | | enforced (vocabulary discl,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
0,supplement.md: `moonshotai/kimi-k3` | 0.970 | 0.0000 | 8 | 0 | 2 | yes | | enforced (vocabulary disclosed,cost_envelope.csv:cached_frac (tol=exact),MATCHED
2,supplement.md: onshotai/kimi-k3` | 0.970 | 0.0000 | 8 | 0 | 2 | yes | | enforced (vocabulary disclosed) |,cost_envelope.csv:price_in (tol=exact),MATCHED
3.8,supplement.md: enforced (vocabulary disclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 9 | 0 | 6 | yes,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0902,supplement.md: d (vocabulary disclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 9 | 0 | 6 | yes | | enfo,IGNORED: VERSION_SLUG,IGNORED
0.955,supplement.md: ulary disclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 9 | 0 | 6 | yes | | enforced (voc,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: sclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 9 | 0 | 6 | yes | | enforced (vocabulary d,cost_envelope.csv:cached_frac (tol=exact),MATCHED
9,supplement.md: | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 9 | 0 | 6 | yes | | enforced (vocabulary discl,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
0,supplement.md: wen/qwen3.8-max-0902` | 0.955 | 0.0000 | 9 | 0 | 6 | yes | | enforced (vocabulary disclosed,cost_envelope.csv:cached_frac (tol=exact),MATCHED
6,supplement.md: qwen3.8-max-0902` | 0.955 | 0.0000 | 9 | 0 | 6 | yes | | enforced (vocabulary disclosed) |,followup_dataset_inventory.csv:cells (tol=exact),MATCHED
4.6,supplement.md: enforced (vocabulary disclosed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 12 | 0 | 1 | yes | | hyb,IGNORED: VERSION_SLUG,IGNORED
0.995,supplement.md: d (vocabulary disclosed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 12 | 0 | 1 | yes | | hybrid (mode,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: ulary disclosed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 12 | 0 | 1 | yes | | hybrid (model propose,cost_envelope.csv:cached_frac (tol=exact),MATCHED
12,"supplement.md: closed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 12 | 0 | 1 | yes | | hybrid (model proposes, ga",followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
0,"supplement.md: d) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 12 | 0 | 1 | yes | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
1,"supplement.md: `x-ai/grok-4.6` | 0.995 | 0.0000 | 12 | 0 | 1 | yes | | hybrid (model proposes, gate admit",cost_envelope.csv:price_in (tol=exact),MATCHED
5,"supplement.md: ses, gate admits) | `anthropic/claude-sonnet-5` | 0.995 | 0.0000 | 11 | 0 | 0 | yes | | hyb",IGNORED: VERSION_SLUG,IGNORED
0.995,supplement.md: gate admits) | `anthropic/claude-sonnet-5` | 0.995 | 0.0000 | 11 | 0 | 0 | yes | | hybrid (mode,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: its) | `anthropic/claude-sonnet-5` | 0.995 | 0.0000 | 11 | 0 | 0 | yes | | hybrid (model propose,cost_envelope.csv:cached_frac (tol=exact),MATCHED
11,"supplement.md: nthropic/claude-sonnet-5` | 0.995 | 0.0000 | 11 | 0 | 0 | yes | | hybrid (model proposes, ga",followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
0,"supplement.md: pic/claude-sonnet-5` | 0.995 | 0.0000 | 11 | 0 | 0 | yes | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
0,"supplement.md: claude-sonnet-5` | 0.995 | 0.0000 | 11 | 0 | 0 | yes | | hybrid (model proposes, gate admit",cost_envelope.csv:cached_frac (tol=exact),MATCHED
4,"supplement.md: proposes, gate admits) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0306 | 11 | 4 | 3 | no |",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.980,supplement.md: ate admits) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0306 | 11 | 4 | 3 | no | | hybrid (model,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0306,supplement.md: ts) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0306 | 11 | 4 | 3 | no | | hybrid (model proposes,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
11,"supplement.md: epseek/deepseek-v4-flash` | 0.980 | 0.0306 | 11 | 4 | 3 | no | | hybrid (model proposes, gat",followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
4,"supplement.md: k/deepseek-v4-flash` | 0.980 | 0.0306 | 11 | 4 | 3 | no | | hybrid (model proposes, gate ad",cost_envelope.csv:price_out (tol=exact),MATCHED
3,"supplement.md: epseek-v4-flash` | 0.980 | 0.0306 | 11 | 4 | 3 | no | | hybrid (model proposes, gate admits",cost_envelope.csv:price_in (tol=exact),MATCHED
3.7,"supplement.md: odel proposes, gate admits) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes |",IGNORED: VERSION_SLUG,IGNORED
1.000,"supplement.md: , gate admits) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | hybrid (mode",cost_envelope.csv:price_in (tol=exact),MATCHED
0.0000,supplement.md: dmits) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | hybrid (model propose,cost_envelope.csv:cached_frac (tol=exact),MATCHED
12,"supplement.md: `google/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | hybrid (model proposes, ga",followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
0,"supplement.md: le/gemini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
0,"supplement.md: emini-3.7-flash` | 1.000 | 0.0000 | 12 | 0 | 0 | yes | | hybrid (model proposes, gate admit",cost_envelope.csv:cached_frac (tol=exact),MATCHED
3,"supplement.md: es, gate admits) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | 7 | 0 | 4 | no | | hyb",IGNORED: VERSION_SLUG,IGNORED
5,"supplement.md: , gate admits) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | 7 | 0 | 4 | no | | hybri",IGNORED: VERSION_SLUG,IGNORED
0.955,supplement.md: e admits) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | 7 | 0 | 4 | no | | hybrid (model,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0157,"supplement.md: ) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | 7 | 0 | 4 | no | | hybrid (model proposes,",followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
